location_explain,"Thông tin này là căn cứ để chúng tôi cung cấp cho bạn các khảo sát và ưu đãi phù hợp. Thông tin này sẽ được giữ bí mật, không chia sẻ hoặc truyền tải",,,,"This information is needed to provide you with relevant studies and offers. The information is never shared or transmitted."
physics_explain,"Thông tin này là căn cứ để chúng tôi cung cấp cho bạn các khảo sát và ưu đãi phù hợp. Thông tin này sẽ được giữ bí mật, không chia sẻ hoặc truyền tải",,,,"This information is needed to provide you with relevant studies and offers. The information is never shared or transmitted."
health_explain,"Thông tin này là căn cứ để chúng tôi cung cấp cho bạn các khảo sát và ưu đãi phù hợp. Thông tin này sẽ được giữ bí mật, không chia sẻ hoặc truyền tải",,,,"This information is needed to provide you with relevant studies and offers. The information is never shared or transmitted."
store_only_on_device,"CHỈ LƯU TRỮ TRÊN THIẾT BỊ CỦA BẠN. Thông tin này sẽ được giữ bí mật, không chia sẻ hoặc truyền tải.",,,,"DATA STORED ON DEVICE ONLY. This data is not shared or transmitted!"
gender_question,"Giới tính của bạn?",,,,"What's your gender?"
invalid_weight,"Cân nặng không hợp lệ
1",,,,"Invalid weight!"
invalid_height,"Chiều cao không hợp lệ!",,,,"Invalid height!"
next_page_btn,"Tiếp tục",,,,"Next Page"
profile_btn,"Hồ sơ",,,,Profile
done_btn,"Hoàn thành",,,,Done
transactions_description,"Giao dịch",,,,"Transactions "
invite_friend_sub_description_1,"Gửi tới ",,,,"Get up to "
invite_friend_sub_description_2,"Điểm DHP cho tất cả các giới thiệu",,,,"DHP for every contact who joins! "
new_available_queries,mới,,,,"new available: "
you_have_no_queries_yet,"Bạn chưa thực hiện câu hỏi khảo sát nào",,,,"You have no accepted queries yet "
do_some_fancy_questionnaire,"Các câu hỏi khảo sát sẽ xuất hiện tại đây sau khi bạn tham gia",,,,"Queries will be listed here when you participate in them "
title_show_all,"Hiển thị toàn bộ",,,,"Show all "
your_inbox_is_empty,"Không có danh mục nào trong hộp thư của bạn",,,,"No items in inbox. "
please_check_back_later,"Các truy vấn sẽ được hiển thị ở đây",,,,"Incoming queries will be listed here. "
information_query_detail_description,"Thông tin",,,,"Information "
time_need,"Thời gian ước tính: ",,,,"Time needed: "
available_until,"Thời hạn:",,,,"Available until: "
app_profile_setting,"Thiết lập",,,,"Settings "
enter_your_pin_pin_page,"Nhập mã PIN",,,,"Enter your PIN "
enter_your_back_up_phrase,"Nhập mã khôi phục",,,,"Enter Backup Phrase: "
my_wallet_is_long_hex_string,"Mã khôi phục của tôi là đoạn mã nhiều ký tự",,,,"My backup is a long hex string "
enter_pin_to_show_backup,"Nhập mã PIN ứng dụng để hiển thị mã khôi phục",,,,"Enter your app PIN to reveal the passphrase"
enter_pin_to_show_private_key,"Nhập mã PIN để hiển thị khóa bí mật.",,,,"Enter your app PIN to reveal the private Key"
pending_transactions,"Đang chờ",,,,"Pending "
help_agreement_btn,"Giúp đỡ",,,,"Help "
receive_token,"Nhận Tokens",,,,"Receive DHP tokens "
purpose_query_detail,"Mục đích:",,,,"Purpose: "
redeem_highlights_new,"Nổi bật:",,,,"Highlights: "
receive_token_title,"Nhận Token",,,,"Receive tokens "
address_description_receive_token_page,"Đây là địa chỉ của bạn:",,,,"This is your address: "
tap_copy_address_description,"để nhận mã DHP",,,,"to receive DHP tokens"
scan_qr_description,"Địa chỉ dưới dạng mã QR:",,,,"Provide your address with custom QR code: "
hex_back_up_phrase,"Mã khôi phục dạng ký tự",,,,"Hex back up phrase: "
referral_link_description,"Giới thiệu Centiva bằng liên kết dưới đây",,,,"This is your referral link: "
referral_instruction_1,"Giới thiệu app Centiva và nhận thưởng",,,,"Invite your contact to Centiva"
referral_instruction_2,"Chỉ cần nhấn vào liên kết ở trên để sao chép nó và dán liên kết vào email mời hoặc tin nhắn tức thời mà bạn có thể gửi đến liên hệ của mình",,,,"Just tap the link above to copy it and paste the link in an invitation email or instant message that you can send to your contact"
save_back_up_phrase_title,"Lưu mã khôi phục",,,,"Save Backup Phrase "
save_mnemonic_description,"Vui lòng lưu trữ các cụm từ khôi phục cẩn thận. Bạn sẽ cần các cụm từ này để  khổi phục tài khoản trong trường hợp bạn cài đặt lại ứng dụng ",,,,"Please save this Mnemonic backup phrase in a secure location. You will need the passphrase to recover your wallet if you reinstall the app. "
save_passphrase_description,"Vui lòng sao chép và lưu trữ mã khôi phục cẩn thận. Bạn sẽ cần đoạn mã này để  khổi phục tài khoản trong trường hợp bạn cài đặt lại ứng dụng ",,,,"Please copy and save your backup passphrase in a secure location. You will need the passphrase to recover your wallet if you reinstall the app."
next_word_match,"Tiếp tục: Kiểm tra",,,,"Next: Word Match "
recipient,"Người nhận",,,,"Recipient "
hit_available_amount,"Số DHP đang có",,,,"Available Amount: "
tx_fee,"Phí giao dịch:",,,,"Transaction fee: "
xem_available,"Số XEM đang có:",,,,"Available XEM:"
add_xem_to_your_wallet,"Thêm XEM vào ví của bạn. Ấn vào đây",,,,"Add XEM to your wallet. Click "
for_instruction,"để được hướng dẫn.",,,,"for instructions. "
recipient_address_description,"Địa chỉ người nhận",,,,"Recipient address: "
transaction_summary,"Tổng quan giao dịch",,,,"Transaction summary "
sent_description,"Đã gửi",,,,"Sent "
ok_cool_btn,"Ok, tuyệt vời!",,,,Ok
detail_description,"Chi tiết:",,,,"Details: "
message_description,"Tin nhắn:",,,,"Message: "
transaction_id,"Mã giao dịch",,,,"Transaction ID "
action_description,"Hành động:",,,,"Actions: "
send_token_btn_tx_detail,"Gửi DHP",,,,"Send DHP tokens "
receive_token_btn_tx_detail,"Nhận DHP",,,,"Receive DHP tokens "
scan_code_btn_tx_detail,"Quét mã QR",,,,"Scan Code "
redemption_info_title,"Thông tin đổi điểm",,,,"Redemption Info "
access_code_description,"Mã truy cập",,,,"Access Code "
wallet_passphrase_title,"Mã khôi phục ví",,,,"Wallet Passphrase "
warning_descript_1,"Cập nhật baỏ mật",,,,"Security Update available "
warning_descript_2,"Tạo cụm từ ghi nhớ mới ngay bây giờ",,,,"Create your new mnemonic backup phrase now. "
wallet_private_key_title,"Khóa cá nhân",,,,"Wallet Private Key "
INVALID_ACCESS_CODE_TITLE,"Mã truy cập không hợp lệ",,,,"Invalid access code "
INVALID_ACCESS_CODE_CONTENT,"Vui lòng kiểm tra bạn nhập đúng mã truy cập",,,,"Please make sure you enter the correct access code "
transaction_confirm_title,"Xác nhận",,,,"Confirm "
button_negative_send,"Không gửi",,,,"Don't send "
request_camera_permission_title,"Không thể truy cập máy ảnh",,,,"Cannot access the Camera "
request_camera_permission_sub_title,"Centiva chưa có quyền truy cập máy ảnh. Cho phép truy cập để bạn có thể sử dụng tính năng quét mã QR.<br>Mở ""Cài đặt"" => Chọn 'Centiva' => Cho phép ứng dụng truy cập 'Camera'",,,,"Centiva doesn't have permission to access the camera. Please grant the permission so you can use the QR code scanner.<br>Go to 'Settings' => Choose 'Centiva' => Allow access 'Camera' "
button_positive_permission,"Chập nhận",,,,"Allow access "
birth_month_selector,"Tháng sinh",,,,"Birth Month "
birth_year_selector,"Năm sinh",,,,"Birth Year "
denied_query_btn,"Từ chối",,,,"Denied "
continue_btn,"Tiếp tục",,,,"Continue "
copy_address_success,"Đã sao chép địa chỉ",,,,"Address code copied!"
receive_tx_detail_title,"Đã nhận",,,,Received
transaction_detail_redemption,"(Đổi điểm)",,,,(Redemption)
warning_create_wallet_back_up_1,"Mã khôi phục ví",,,,"Wallet Backup"
warning_create_wallet_back_up_2,"Tạo mã khôi phục ví ngay",,,,"Create you wallet backup now."
words_not_match_message,"Từ ghi nhớ không trùng khớp",,,,"Words do not match"
tap_here,"Ấn vào đây",,,,"Tap here"
change_to_mnemonic_toast_notification,"Thông báo được lưu thành công!",,,,"Saved successfully!"
current_pin_title,"Nhập mã PIN hiện tại của bạn",,,,"Enter your current PIN"
new_pin_title,"Nhập mã PIN mới",,,,"Enter new PIN"
set_pin,"Thiết lập PIN",,,,"Set PIN"
skip,"Bỏ qua",,,,Skip
change_pin,"Thay đổi mã PIN",,,,"Change PIN"
generate_randomness,"Tạo ngẫu nhiên cho sự bảo mật của ví (entropy)",,,,"Generating random numbers for wallet security"
next,"Kế tiếp",,,,Next
backup_phrase,"Mã sao lưu",,,,"Backup Phrase"
copy_phrase,"Sao chép mã",,,,"Copy Phrase"
backup_phrase_description,"Đây là mã sao lưu của bạn",,,,"Here is your backup phrase"
public_key,"Khóa công khai",,,,"Public Key"
public_key_description,"Được ngầm sử dụng bởi ứng dụng để khởi tạo giao dịch và tạo chữ kí điện tử xác thực",,,,"Used internally by the app to generate transactions and to generate digital signatures for the purposes of authentication."
private_key,"Khóa cá nhân",,,,"Private Key"
private_key_description,"Được ứng dụng ngầm sử dụng cho mục đích bảo mật và gửi nhận DHP vào ví của bạn. Chú ý giữ bí mật khóa cá nhân của bạn",,,,"Used internally by the app to secure and spend DHP tokens in your wallet. It should be carefully guarded."
wallet_address_description,"Ví của bạn đã được tạo. Địa chỉ ví của bạn được hiển thị dưới đây. Nó được sử dụng để xác định danh tính ví của bạn. Token bạn nhận được sẽ được gửi đến địa chỉ này.",,,,"Your wallet has been created. Your wallet address is shown below. It is used to identify your wallet. Tokens you receive will be sent to this address."
wallet_address,"Địa chỉ ví",,,,"Wallet Address"
verify_phone_description,"Chúng tôi sẽ gửi cho bạn mã truy cập qua SMS để xác minh số điện thoại",,,,"We will send you an access code via SMS for mobile number verification."
your_mobile_number,"Số điện thoại di động +xx xxxxxxxxx",,,,"Your Mobile Number"
resend_sms_code,"Gửi lại mã SMS",,,,"Resend SMS Code"
get_sms_code,"Lấy mã SMS",,,,"Get SMS Code"
verify_code_description,"Nhập mã xác minh của bạn bên dưới.",,,,"Enter your verification code below."
verify_code,"Xác minh mã",,,,"Verify Code"
enter_sms_code,"Nhập mã SMS",,,,"Enter SMS Code"
set_pin_again_title,"Nhập lại mã PIN của bạn",,,,"Enter your PIN again"
title_home,"Trang chủ",,,,Home
invalid_phone_number,"Số điện thoại không hợp lệ",,,,"Invalid phone number"
invalid_code,"Mã không hợp lệ",,,,"Invalid code"
verify_phone_with_sms,"Xác minh điện thoại bằng SMS",,,,"Verify phone with SMS"
account_wallet_name,DHP,,,,DHP
verify_phone_number,"Xác minh số điện thoại",,,,"Verify Phone Number"
create_wallet_title_1,"Tạo ví",,,,"Create Wallet "
recover_wallet_title,"Khôi phục ví",,,,"Recover Wallet"
set_app_pin_title,"Đặt mã PIN ứng dụng",,,,"Set your App PIN"
errormessage_confirm_pin_wrong,"Mã PIN không trùng khớp!",,,,"Confirmation PIN does not match"
errormessage_current_pin_wrong,"Mã PIN hiện tại sai!",,,,"Current PIN incorrect"
errormessage_login_fail,"Mã PIN sai. Vui lòng thử lại!",,,,"Incorrect PIN. Please try again."
successmessage_change_pin_success,"Thay đổi mã PIN thành công!",,,,"PIN change successful!"
successmessage_set_pin_success,"Đặt mã PIN thành công!",,,,"PIN setup successful!"
successmessage_save_basic_health_data_success,"Thông tin cơ bản về sức khoẻ được lưu thành công!",,,,"Saved basic health data successfully!"
bottom_navigation_inbox,"Hộp thư đến",,,,Inbox
bottom_navigation_queries,"Truy vấn",,,,Queries
bottom_navigation_health_data,"Dữ liệu sức khỏe",,,,"Health Data"
bottom_navigation_wallet,Ví,,,,Wallet
current_balance,"Số dư hiện tại",,,,"Current Balance"
show_private_key,"Hiển thị khóa cá nhân",,,,"Show Private key"
change_app_pin,"Thay đổi mã PIN ứng dụng",,,,"Change app PIN"
wallet_settings,"Cài đặt ví",,,,"Wallet settings"
male,Nam,,,,Male
female,Nữ,,,,Female
month_of_birth,"Tháng sinh",,,,"Month of Birth"
year_of_birth,"Năm sinh",,,,"Year of Birth"
height,"Chiều cao",,,,Height
weight,"Trọng lượng",,,,Weight
geographical_region,"Khu vực địa lý",,,,"Geographical Region"
physical_activity,"Hoạt động thể chất",,,,"Physical activity"
smoking,"Hút thuốc",,,,Smoking
balance,"Số dư",,,,Balance
copy_address,"Sao chép địa chỉ",,,,"Copy Address"
amount,"Số lượng",,,,Amount
send_token,"Gửi DHP",,,,"Send DHP"
send_tokens_successfully,"Gửi DHP thành công",,,,"Sent DHP successfully"
confirm,"Xác nhận",,,,Confirm
send,Gửi,,,,Send
no,Không,,,,No
all_tab_title,"Tất cả",,,,All
all,"Tất cả",,,,All
accepted,"Chấp nhận",,,,Accepted
deny,"Từ chối",,,,Deny
agree_and_continue,"Đồng ý và tiếp tục",,,,"Agree and Continue"
forgot_pin,"Quên mã PIN?",,,,"Forgot your PIN? "
close_forgot_pin,Đóng,,,,Close
forgot_pin_description,"Vui lòng cài đặt lại ứng dụng này và dùng Mã sao lưu để khôi phục ví",,,,"Please reset or re-install this app and use backup phrase to recover wallet"
other,Khác,,,,Other
consent_content,"Cảm ơn bạn đã tham gia khảo sát. Bằng cách nhấp vào ""Đồng ý"", bạn chấp nhận cung cấp dữ liệu theo yêu cầu, đồng thời dữ liệu cá nhân của bạn sẽ được xử lý theo như chính sách quyền riêng tư hiện hành.",,,,"Thank you for your willingness to participate in the following data request. By clicking Agree, you consent that you are willing to provide the requested data and agree to your personal data being processed as described in the applicable privacy statement."
consent_title,"Ý kiến của bạn rất quan trọng với chúng tôi",,,,"Your participation is appreciated"
survey_information,"Miễn trừ trách nhiệm",,,,"Data Disclaimer"
copy_success,"Đã sao chép",,,,Copied
days_ago,"ngày trước",,,," days ago"
hours_ago,"giờ trước",,,," hours ago"
minutes_ago,"phút trước",,,," minutes ago"
seconds_ago,"giây trước",,,," seconds ago"
query_from,Từ,,,,"from "
query_to,Đến,,,,"to "
language_title,"Tiếng Anh",,,,English
receive,Nhận,,,,Receive
history,"Lịch sử",,,,History
scan_qr_code,"Quét mã QR",,,,"Scan QR code"
qr_code,"Mã QR",,,,"QR code"
scan_qr_code_title,"Quét mã QR",,,,"Scan QR code"
message_read_QR_code,"Đọc địa chỉ thành công",,,,"Read address successfully"
scan_fail_title,"Quét mã lỗi",,,,"Scan failed"
data_not_recognised_message,"Không nhận dạng được dữ liệu",,,,"Data not recognized"
scan_fail_button,"Tiếp tục",,,,OK
permission_denied,"Quyền try cập bị từ chối",,,,Permission_denied
expiration_day_title,"Thời gian kết thúc khảo sát",,,,"Available until"
amount_offer,"Thưởng đề xuất",,,,"Incentive offered"
offers_card_title,"Ưu đãi",,,,Offers
agreement_title,"Cam kết sử dụng ứng dụng",,,,"User Agreement"
Thank_you_description,"Cảm ơn bạn đã tải ứng dụng Centiva từ HIT Foundation.",,,,"Thank you for downloading the Centiva app from HIT Foundation."
read_term_berfore_proceeding,"Vui lòng đọc bản tóm tắt về các điều khoản dịch vụ trước khi tiếp tục:",,,,"Please read this summary of our terms of service before proceeding:"
first_agreement,"Centiva KHÔNG PHẢI là ứng dụng y tế và không cung cấp các lời khuyên về y tế. Nếu bạn cần dịch vụ chăm sóc sức khỏe, vui lòng liên hệ với các đơn vị cung cấp dịch vụ y tế hoặc các dịch vụ khẩn cấp",,,,"Centiva is NOT a medical app and makes no claims to offer medical advice. If you are in need of medical care, please contact a medical professional or the emergency services."
second_agreement,"Bạn phải ít nhất 13 tuổi trở lên để kích hoạt tài khoản Centiva.",,,,"You must be at least 13 years old or above to activate a Centiva account."
third_agreement,"Centiva không nhận, lưu trữ hoặc chia sẻ thông tin sức khỏe của bạn với bất kì bên thứ ba nào",,,,"Centiva does not receive, store, or share with any third party your health information."
fourth_agreement,"Các dữ liệu về sức khỏe, thống kê dân số, và dữ liệu ví sẽ được mã hóa bằng mã PIN và lưu trữ trên bộ nhớ điện thoại của bạn. Mọi dữ liệu bạn cung cấp cho bên tìm kiếm thông tin sức khỏe sẽ được truyền trực tiếp từ thiết bị của bạn đến người tìm kiếm thông tin",,,,"Your basic health and demographic data, as well as wallet data, is encrypted with your PIN and stored on your mobile device’s local storage. Any data you provide to seekers of your health information is transmitted directly from your device to the seeker."
fifth_agreement,"Bạn hoàn toàn chịu trách nhiêm trong việc bảo mật thông tin của mình, bao gồm mã PIN và bản sao lưu ví của bạn",,,,"You are solely responsible for the safekeeping of your information, including your PIN and wallet backups."
sixth_agreement,"Khi bạn cung cấp dữ liệu về các yêu cầu mà người tìm kiếm dữ liệu thông qua nền tảng ứng dụng này, các điều khoản về chính sách riêng tư cũng như quy định về dịch vụ sẽ được áp dụng cho bạn, đồng thời bạn cũng được hưởng các ưu đãi mà người tìm kiếm dữ liệu cung cấp",,,,"When you provide data requested by a seeker through this platform, the seeker’s privacy policies and terms of service are applicable to provided data as well as the incentives offered by the seeker."
agree_description,"Chọn ""Đồng Ý"" bên dưới, bạn xác nhận bị ràng buộc bởi các điều khoản sử dụng và chính sách quyền riêng tư của chúng tôi (liên kết bên dưới). Nếu bạn không đồng ý bị ràng buộc bới tất tất cả các Điều khoản sử dụng này, vui lòng không truy cập và sử dụng Dịch Vụ ",,,,"By choosing ""Agree"" below, you agree to be bound by our terms of use and privacy policy (linked below). These Terms of Use affect your legal rights and obligations. If you do not agree to be bound by all of these Terms of Use, do not access or use the Service."
term_of_use,"Điều khoản sử dụng",,,,"Terms of Use"
privacy_policy,"Chính sách quyền riêng tư",,,,"Privacy policy"
and_of_term_policy,Và,,,,And
decline_and_abort_registration,"Không đồng ý",,,,Decline
title_decline_and_abort_registration,"Bạn phải Đồng Ý điều khoản và chính sách quyền riêng tư để tiếp tục",,,,"You must agree the Terms and Pivacy Policy to continue"
message_decline_and_abort_resgistration,"Bạn thật sự muốn thoát ứng dụng?",,,,"Do you really want to exit the application?"
not_enough_xem_warning,"Ví của bạn không đủ XEM để thực hiện giao dịch",,,,"Your wallet does not have enough XEM to complete this transaction."
please_get_more_xem,"Bạn vui lòng mua XEM",,,,"Please get more XEM "
here,"ở đây",,,,here
message_permission_accept,"Quyền truy cập này sẽ chỉ được sử dụng để bảo mật đăng ký của bạn trên nền tảng Centiva. Ứng dụng này không thực hiện hoặc nhận bất kỳ cuộc gọi điện thoại nào.",,,,"This access will be used only to secure your registration on the Centiva platform. The app does not make or receive any telephone calls."
language,"Ngôn ngữ:",,,,Language:
app_settings,"Cài đặt",,,,"App Settings"
app_language,"Ngôn ngữ",,,,"App language"
only_show_query_in_language,"Chỉ hiện thị truy vấn theo ngôn ngữ",,,,"Only show queries in"
faq,"Câu hỏi thường gặp",,,,FAQ
feedback_to_email,"Gửi phản hồi",,,,"Send feedback"
SENT,"Đã gửi",,,,sent
MESSAGE,"Tin nhắn",,,,message
TIME_TRANSACTION_DETAIL,"Thời gian",,,,Time
MAIL_SHARE_ERROR_TITLE,"Chưa thiết lập tài khoản Email",,,,"No Email Account Configured"
MAIL_SHARE_ERROR_SUB_TITLE,"Vui lòng thiết lập tài khoản Email 
",,,,"Please set up an email account in order to send email."
SHARE_OPTION_TITLE,"Chọn ứng dụng",,,,"Pick an app"
STORE_BACKUP_PHRASE_BUTTON,"Lưu mã sao lưu",,,,"Store Backup Phrase"
PASTE_BACKUP_PHRASE,"Dán mã sao lưu",,,,"Paste Backup Phrase"
REFERRAL_CARD_TITLE,"Giới thiệu bạn bè",,,,"Invite a Contact"
REFERRAL_DESCRIPTION,"Giới thiệu bạn bè dùng Centiva và nhận thưởng",,,,"Invite a contact to Centiva"
REFERRAL_SUBDESCRIPTION,"khi bạn giúp sự phát triển của nền tảng ",,,,"and help grow the platform"
COPY_BUTTON,"Chép đường dẫn giới thiệu",,,,"Copy Referral Link"
QR_CODE_SHARE_DESCRIPTION,"Hoặc chia sẽ mã QR ",,,,"Or have your contact scan this QR code."
TOKEN_DESCRIPTION,Tokens,,,,Tokens
REDEEM_POPUP_TITLE,"Đổi điểm",,,,Redemption
REDEEM_POPUP_MESSAGE,"Mã đổi sẽ được gửi tới",,,,"The coupon will be sent to the "
REDEEM_SUCCESSFUL_MESSAGE,"Đổi điểm thưởng thành công, bạn sẽ nhận được thông tin trong vài phút!",,,,"Redemption successful. You will receive claim information shortly."
REDEEM_HIGLIGHTS,"Nổi bật",,,,Highlights
REDEEM_TOKEN_REQUIRED_DESCRIPTION,"DHP Tokens yêu cầu",,,,"DHP Tokens required"
REDEEM_QUANTITY_DESCRIPTION,"Bạn nhận được",,,,"You get"
REDEEM_BUTTON,"Đổi ngay",,,,"Redeem Now"
INFO,"Thông tin",,,,Info
USER_INFO_REDEMPTION,"Thông tin nhận thưởng",,,,Redemption
USER_INFO_REDEMPTION_BUTTON,Gửi,,,,Redeem
AVAILABLE_QUERIES_HOME_PAGE,Mới,,,,Available
