detail_description,"细节： ",,,,"Details: "
message_description,"信息： ",,,,"Message: "
transaction_id,"交易编号 ",,,,"Transaction ID "
action_description,"动作： ",,,,"Actions: "
send_token_btn_tx_detail,"发送DHP令牌 ",,,,"Send DHP tokens "
receive_token_btn_tx_detail,"接收DHP令牌 ",,,,"Receive DHP tokens "
scan_code_btn_tx_detail,"扫描码 ",,,,"Scan Code "
redemption_info_title,"兑换信息 ",,,,"Redemption Info "
access_code_description,"访问代码 ",,,,"Access Code "
wallet_passphrase_title,"钱包密码 ",,,,"Wallet Passphrase "
warning_descript_1,"安全更新可用 ",,,,"Security Update available "
warning_descript_2,"现在创建新的助记符备份短语。 ",,,,"Create your new mnemonic backup phrase now. "
wallet_private_key_title,"钱包私钥 ",,,,"Wallet Private Key "
INVALID_ACCESS_CODE_TITLE,"无效的访问代码 ",,,,"Invalid access code "
INVALID_ACCESS_CODE_CONTENT,"请确保您输入正确的访问代码 ",,,,"Please make sure you enter the correct access code "
transaction_confirm_title,"确认 ",,,,"Confirm "
button_negative_send,"不要发送 ",,,,"Don't send "
request_camera_permission_title,"无法访问相机 ",,,,"Cannot access the Camera "
request_camera_permission_sub_title,"Centiva没有访问相机的权限。请授予权限，以便您可以使用QR码扫描仪。<br>转到“设置” =>选择“ Centiva” =>允许访问“相机” ",,,,"Centiva doesn't have permission to access the camera. Please grant the permission so you can use the QR code scanner.<br>Go to 'Settings' => Choose 'Centiva' => Allow access 'Camera' "
button_positive_permission,"允许访问 ",,,,"Allow access "
birth_month_selector,"出生月 ",,,,"Birth Month "
birth_year_selector,"出生年 ",,,,"Birth Year "
denied_query_btn,"被拒绝 ",,,,"Denied "
continue_btn,"继续 ",,,,"Continue "
copy_address_success,地址代码已复制！,,,,"Address code copied!"
receive_tx_detail_title,已收到,,,,Received
transaction_detail_redemption,（赎回）,,,,(Redemption)
warning_create_wallet_back_up_1,钱包备份,,,,"Wallet Backup"
warning_create_wallet_back_up_2,立即创建您的钱包备份。,,,,"Create you wallet backup now."
words_not_match_message,单词不匹配,,,,"Words do not match"
tap_here,点按此处,,,,"Tap here"
change_to_mnemonic_toast_notification,保存成功！,,,,"Saved successfully!"
current_pin_title,输入您的当前密码,,,,"Enter your current PIN"
new_pin_title,输入新密码,,,,"Enter new PIN"
set_pin,设置密码,,,,"Set PIN"
skip,跳跃,,,,Skip
change_pin,更改密码,,,,"Change PIN"
generate_randomness,生成随机数以保护钱包安全,,,,"Generating random numbers for wallet security"
next,下一个,,,,Next
backup_phrase,备用词组,,,,"Backup Phrase"
copy_phrase,复制词组,,,,"Copy Phrase"
backup_phrase_description,这是您的备用短语,,,,"Here is your backup phrase"
public_key,公钥,,,,"Public Key"
public_key_description,应用程序内部使用它来生成交易并生成用于认证目的的数字签名。,,,,"Used internally by the app to generate transactions and to generate digital signatures for the purposes of authentication."
private_key,私钥,,,,"Private Key"
private_key_description,应用程序内部使用，以保护DHP令牌并在您的钱包中花费。应该小心谨慎。,,,,"Used internally by the app to secure and spend DHP tokens in your wallet. It should be carefully guarded."
wallet_address_description,您的钱包已创建。您的钱包地址如下所示。用于识别您的钱包。您收到的令牌将被发送到该地址。,,,,"Your wallet has been created. Your wallet address is shown below. It is used to identify your wallet. Tokens you receive will be sent to this address."
wallet_address,钱包地址,,,,"Wallet Address"
verify_phone_description,我们将通过短信向您发送访问码，以验证手机号码。,,,,"We will send you an access code via SMS for mobile number verification."
your_mobile_number,您的手机号码,,,,"Your Mobile Number"
resend_sms_code,重新发送短信代码,,,,"Resend SMS Code"
get_sms_code,获取短信代码,,,,"Get SMS Code"
verify_code_description,在下面输入您的验证码。,,,,"Enter your verification code below."
verify_code,验证码,,,,"Verify Code"
enter_sms_code,输入短信代码,,,,"Enter SMS Code"
set_pin_again_title,再次输入您的PIN码,,,,"Enter your PIN again"
title_home,家,,,,Home
invalid_phone_number,无效的电话号码,,,,"Invalid phone number"
invalid_code,无效的代码,,,,"Invalid code"
verify_phone_with_sms,通过短信验证电话,,,,"Verify phone with SMS"
account_wallet_name,DHP,,,,DHP
verify_phone_number,验证电话号码,,,,"Verify Phone Number"
create_wallet_title_1,"创建钱包 ",,,,"Create Wallet "
recover_wallet_title,恢复钱包,,,,"Recover Wallet"
set_app_pin_title,设置您的应用PIN,,,,"Set your App PIN"
errormessage_confirm_pin_wrong,确认PIN码不匹配,,,,"Confirmation PIN does not match"
errormessage_current_pin_wrong,当前PIN码不正确,,,,"Current PIN incorrect"
errormessage_login_fail,PIN码错误。请再试一遍。,,,,"Incorrect PIN. Please try again."
successmessage_change_pin_success,密码更改成功！,,,,"PIN change successful!"
successmessage_set_pin_success,密码设置成功！,,,,"PIN setup successful!"
successmessage_save_basic_health_data_success,成功保存基本健康数据！,,,,"Saved basic health data successfully!"
bottom_navigation_inbox,收件箱,,,,Inbox
bottom_navigation_queries,查询,,,,Queries
bottom_navigation_health_data,健康数据,,,,"Health Data"
bottom_navigation_wallet,钱包,,,,Wallet
current_balance,当前余额,,,,"Current Balance"
show_private_key,显示私钥,,,,"Show Private key"
change_app_pin,更改应用密码,,,,"Change app PIN"
wallet_settings,钱包设定,,,,"Wallet settings"
male,男,,,,Male
female,女,,,,Female
month_of_birth,出生月份,,,,"Month of Birth"
year_of_birth,出生年份,,,,"Year of Birth"
height,高度,,,,Height
weight,重量,,,,Weight
geographical_region,地理区域,,,,"Geographical Region"
physical_activity,体力活动,,,,"Physical activity"
smoking,抽烟,,,,Smoking
balance,平衡,,,,Balance
copy_address,复制地址,,,,"Copy Address"
amount,量,,,,Amount
send_token,发送DHP,,,,"Send DHP"
send_tokens_successfully,已成功发送DHP,,,,"Sent DHP successfully"
confirm,确认,,,,Confirm
send,发送,,,,Send
no,没有,,,,No
all_tab_title,所有,,,,All
all,所有,,,,All
accepted,公认,,,,Accepted
deny,拒绝,,,,Deny
agree_and_continue,同意并继续,,,,"Agree and Continue"
forgot_pin,"忘记密码了？ ",,,,"Forgot your PIN? "
close_forgot_pin,关,,,,Close
forgot_pin_description,请重设或重新安装此应用，并使用备份短语来恢复钱包,,,,"Please reset or re-install this app and use backup phrase to recover wallet"
other,其他,,,,Other
consent_content,感谢您愿意参加以下数据请求。单击“同意”，即表示您同意愿意提供请求的数据，并同意按照适用的隐私声明中的规定处理您的个人数据。,,,,"Thank you for your willingness to participate in the following data request. By clicking Agree, you consent that you are willing to provide the requested data and agree to your personal data being processed as described in the applicable privacy statement."
consent_title,感谢您的参与,,,,"Your participation is appreciated"
survey_information,数据免责声明,,,,"Data Disclaimer"
copy_success,复制的,,,,Copied
days_ago, 几天前,,,," days ago"
hours_ago, 小时前,,,," hours ago"
minutes_ago, 几分钟前,,,," minutes ago"
seconds_ago, 秒前,,,," seconds ago"
query_from,"从 ",,,,"from "
query_to,"至 ",,,,"to "
language_title,英语,,,,English
receive,接收,,,,Receive
history,历史,,,,History
scan_qr_code,扫描二维码,,,,"Scan QR code"
qr_code,二维码,,,,"QR code"
scan_qr_code_title,扫描二维码,,,,"Scan QR code"
message_read_QR_code,读取地址成功,,,,"Read address successfully"
scan_fail_title,扫描失败,,,,"Scan failed"
data_not_recognised_message,数据无法识别,,,,"Data not recognized"
scan_fail_button,好,,,,OK
permission_denied,没有权限,,,,Permission_denied
expiration_day_title,有效期至,,,,"Available until"
amount_offer,提供奖励,,,,"Incentive offered"
offers_card_title,优惠,,,,Offers
agreement_title,用户协议,,,,"User Agreement"
Thank_you_description,"感谢您从HIT Foundation下载Centiva应用程序。",,,,"Thank you for downloading the Centiva app from HIT Foundation."
read_term_berfore_proceeding,在继续之前，请先阅读我们的服务条款摘要：,,,,"Please read this summary of our terms of service before proceeding:"
first_agreement,Centiva不是医疗应用程序，因此不主张提供医疗建议。如果您需要医疗服务，请联系医疗专业人员或紧急服务。,,,,"Centiva is NOT a medical app and makes no claims to offer medical advice. If you are in need of medical care, please contact a medical professional or the emergency services."
second_agreement,您必须年满13岁或以上才能激活Centiva帐户。,,,,"You must be at least 13 years old or above to activate a Centiva account."
third_agreement,Centiva不会接收，存储或与任何第三方共享您的健康信息。,,,,"Centiva does not receive, store, or share with any third party your health information."
fourth_agreement,您的基本健康状况和人口统计数据以及钱包数据均已使用PIN加密并存储在移动设备的本地存储中。您提供给寻找者的健康信息的任何数据都会直接从设备传输到寻找者。,,,,"Your basic health and demographic data, as well as wallet data, is encrypted with your PIN and stored on your mobile device’s local storage. Any data you provide to seekers of your health information is transmitted directly from your device to the seeker."
fifth_agreement,您全权负责保护您的信息，包括PIN和钱包备份。,,,,"You are solely responsible for the safekeeping of your information, including your PIN and wallet backups."
sixth_agreement,当您通过此平台提供搜索者要求的数据时，搜索者的隐私权政策和服务条款将适用于所提供的数据以及搜索者提供的激励措施。,,,,"When you provide data requested by a seeker through this platform, the seeker’s privacy policies and terms of service are applicable to provided data as well as the incentives offered by the seeker."
agree_description,选择下面的“同意”，即表示您同意接受我们的使用条款和隐私政策的约束（在下面链接）。这些使用条款影响您的合法权利和义务。如果您不同意所有这些使用条款的约束，请不要访问或使用服务。,,,,"By choosing ""Agree"" below, you agree to be bound by our terms of use and privacy policy (linked below). These Terms of Use affect your legal rights and obligations. If you do not agree to be bound by all of these Terms of Use, do not access or use the Service."
term_of_use,使用条款,,,,"Terms of Use"
privacy_policy,隐私政策,,,,"Privacy policy"
and_of_term_policy,和,,,,And
decline_and_abort_registration,下降,,,,Decline
title_decline_and_abort_registration,您必须同意条款和隐私政策才能继续,,,,"You must agree the Terms and Pivacy Policy to continue"
message_decline_and_abort_resgistration,您真的要退出该应用程序吗？,,,,"Do you really want to exit the application?"
not_enough_xem_warning,您的钱包没有足够的XEM来完成此交易。,,,,"Your wallet does not have enough XEM to complete this transaction."
please_get_more_xem,"请获取更多XEM ",,,,"Please get more XEM "
here,这里,,,,here
message_permission_accept,此访问权限仅用于保护您在Centiva平台上的注册。该应用程序不会拨打或接听任何电话。,,,,"This access will be used only to secure your registration on the Centiva platform. The app does not make or receive any telephone calls."
language,语言：,,,,Language:
app_settings,应用程式设定,,,,"App Settings"
app_language,应用程式语言,,,,"App language"
only_show_query_in_language,仅在中显示查询,,,,"Only show queries in"
faq,常问问题,,,,FAQ
feedback_to_email,发送反馈,,,,"Send feedback"
SENT,已发送,,,,sent
MESSAGE,信息,,,,message
TIME_TRANSACTION_DETAIL,时间,,,,Time
MAIL_SHARE_ERROR_TITLE,未配置电子邮件帐户,,,,"No Email Account Configured"
MAIL_SHARE_ERROR_SUB_TITLE,请设置一个电子邮件帐户以发送电子邮件。,,,,"Please set up an email account in order to send email."
SHARE_OPTION_TITLE,选择一个应用,,,,"Pick an app"
STORE_BACKUP_PHRASE_BUTTON,存储备份短语,,,,"Store Backup Phrase"
PASTE_BACKUP_PHRASE,粘贴备份短语,,,,"Paste Backup Phrase"
REFERRAL_CARD_TITLE,邀请联系人,,,,"Invite a Contact"
REFERRAL_DESCRIPTION,邀请联系人到Centiva,,,,"Invite a contact to Centiva"
REFERRAL_SUBDESCRIPTION,并帮助发展平台,,,,"and help grow the platform"
COPY_BUTTON,复制引荐链接,,,,"Copy Referral Link"
QR_CODE_SHARE_DESCRIPTION,或者让您的联系人扫描此QR码。,,,,"Or have your contact scan this QR code."
TOKEN_DESCRIPTION,代币,,,,Tokens
REDEEM_POPUP_TITLE,赎回,,,,Redemption
REDEEM_POPUP_MESSAGE,"优惠券将发送至 ",,,,"The coupon will be sent to the "
REDEEM_SUCCESSFUL_MESSAGE,兑换成功。您将很快收到索赔信息。,,,,"Redemption successful. You will receive claim information shortly."
REDEEM_HIGLIGHTS,强调,,,,Highlights
REDEEM_TOKEN_REQUIRED_DESCRIPTION,需要DHP代币,,,,"DHP Tokens required"
REDEEM_QUANTITY_DESCRIPTION,你得到,,,,"You get"
REDEEM_BUTTON,立即兑换,,,,"Redeem Now"
INFO,信息,,,,Info
USER_INFO_REDEMPTION,赎回,,,,Redemption
USER_INFO_REDEMPTION_BUTTON,赎回,,,,Redeem
AVAILABLE_QUERIES_HOME_PAGE,可用的,,,,Available
COPY_CONFIRMATION_DETAIL,复制确认详细信息,,,,"Copy Confirmation Details"
COPYRIGHT,"版权＆＃9400; HIT基金会2020",,,,"Copyright &#9400; HIT Foundation 2020"
APP_VERSION,应用程式版本,,,,"App version"
DEVICE_MODEL,设备型号,,,,"Device model"
OS_VERSION,作业系统版本,,,,"OS version"
MANUFACTURER,制造商,,,,Manufacturer
COPY,复制,,,,Copy
ABOUT,关于,,,,About
OK,好,,,,Ok
REENTER_HEALTH_DATA_TITLE,健康数据为空,,,,"Health data is empty"
REENTER_HEALTH_DATA_MESSAGE,应用程序更新后无法读取健康数据，请重新输入,,,,"Health data could not be read following app update, please reenter"
VERIFY_PHONE_AGAIN_TITLE,短信验证失败,,,,"SMS verification failed"
VERIFY_PHONE_AGAIN_MESSAGE,要完成注册，请再次验证,,,,"To complete your registration, please verify again"
PLEASE_GET_MORE_HIT,请获取更多的DHP,,,,"Please get more DHP"
GET_SMS_CODE_FAIL_TITLE,无法接收短信代码,,,,"Failed to receive SMS code"
GET_SMS_CODE_FAIL_CONTENT,"电话号码的格式必须为[+] [国家/地区代码] [包含地区代码的用户编号]。",,,,"The format of the phone number must be [+][country code][subcriber number including area code]."
INCOMPLETE_BASIC_HEATH_TITLE,基本健康数据不完整,,,,"Incomplete basic health data"
INCOMPLETE_BASIC_HEATH_CONTENT,请保持您的基本健康信息完整且最新，以充分利用Centiva应用程序。此信息仅存储在您的设备上，用于选择适用于您的请求。不与任何人共享。,,,,"Please keep your basic health information complete and up to date in order to get the most out of the Centiva app. This information is stored only on your device and used for selecting requests applicable to you. It is not shared with anyone."
REDEMPTION_DETAILS,兑换详情,,,,"Redemption details"
SHOW_DETAILS_USER_DATA,显示详细资料,,,,"Show Details"
REDEMPTION_ID_DESCRIPTION,兑换编号：,,,,"Redemption ID:"
OFFER_PAGE_TITLE,优惠详情,,,,"Offer Details"
BY_CHOOSING_AGREE,"选择“同意”即表示您接受我们的 ",,,,"By choosing ""Agree"" you accept our "
VERIFY_PROVIDER,提供者已添加,,,,"Provider Added"
PROVIDER_NAME,提供商名称,,,,"Provider name"
PROVIDER_ADDR,提供商地址,,,,"Provider address"
YOUR_ID,你的身份证,,,,"Your id"
VERIFY_PROVIDER_FAIL,提供者信息无效。,,,,"The provider information is not valid."
VERIFY_PROVIDER_SUCCESS,提供程序已成功添加。,,,,"The provider was added successfully."
VERIFY,校验,,,,Verify
PROVIDER_LIST,提供者,,,,Providers
VERIFY_PROVIDER_TITLE_FAIL,无效的信息,,,,"Invalid information"
ALREADY_ADDED_PROVIDER,提供者已经注册,,,,"Provider already registered"
VERIFY_MNEMONIC_SAVE_BUTTON,救,,,,Save
TITLE_VERIFY_MNEMONIC,验证备份,,,,"Verify backup"
NUMBER_KEYBOARD_1,1个,,,,1
NUMBER_KEYBOARD_2,2,,,,2
NUMBER_KEYBOARD_3,3,,,,3
NUMBER_KEYBOARD_4,4,,,,4
NUMBER_KEYBOARD_5,5,,,,5
NUMBER_KEYBOARD_6,6,,,,6
NUMBER_KEYBOARD_7,7,,,,7
NUMBER_KEYBOARD_8,8,,,,8
NUMBER_KEYBOARD_9,9,,,,9
NUMBER_KEYBOARD_0,0,,,,0
ADD_PROVIDER_TITLE,添加提供商,,,,"Add Provider"
REVIEW_PROVIDER_TITLE,提供者,,,,Provider
PATIENT_NAME,患者姓名,,,,"Patient name"
NAME_NOT_PROVIDE,未提供姓名,,,,"Name not provided"
QR_SCAN_CONNECTION_ERROR,连接错误,,,,"Connection error"
QR_SCAN_USE_THE_SAME_ID_ERROR,该ID已被使用,,,,"This ID already used"
QR_SCAN_VERIFY_DATA_FALSE,验证数据失败,,,,"Failed to verify data"
QR_SCAN_VERIFY_DATA_AGAIN_FALSE,验证数据失败,,,,"Failed to verify data"
ADDRESS_NOT_FOUND_IN_LIST_AUTHORIZED_SEEKERS,在授权搜寻者清单中找不到地址,,,,"Address not found in list of authorized seekers"
consent_alert_title,在浏览器中打开URL,,,,"Open URL in browser"
consent_alert_agree,继续,,,,Continue
fourth_agreement_covid,您的基本健康状况和人口统计数据会使用PIN进行加密，并存储在移动设备的本地存储中。您提供给寻找者的健康信息的任何数据都会直接从设备传输到寻找者。,,,,"Your basic health and demographic data is encrypted with your PIN and stored on your mobile device’s local storage. Any data you provide to seekers of your health information is transmitted directly from your device to the seeker."
fifth_agreement_covid,您全权负责保护您的信息，例如PIN和帐户电子邮件凭据。,,,,"You are solely responsible for the safekeeping of your information such as your PIN and account email credentials."
covid19_homepage_status,当前状态,,,,"Current status"
covid19_homepage_status_2,诊断为COVID-19,,,,"Diagnosed with COVID-19"
covid19_homepage_status_1,观察症状,,,,"Observing symptoms"
covid19_homepage_status_0,健康,,,,Healthy
covid19_homepage_tested_question,您是否已通过COVID-19测试？,,,,"Have you been tested for COVID-19?"
covid19_test_questions_title,COVID-19测试,,,,"COVID-19 Testing"
covid19_test_location,进行COVID-19测试的位置,,,,"Location where COVID-19 test was performed"
covid19_test_diagnosed_question,当您被确诊为COVID-19时，您想与您最近与之实际接触过的人共享此信息以支持对传输的跟踪和追踪吗？,,,,"As you have been positively diagnosed with COVID-19, would you like to share this information with people you have recently been in physical contact with?"
covid19_inform_contact_description,通知联系人您的COVID-19测试结果,,,,"Inform a contact of your COVID-19 test outcome"
covid19_inform_contact_sub_description,（过去10天内与您联系过的人）,,,,"(who you have been in contact with within the last 10 days)"
covid19_invited_description,联系人已邀请您。邀请可能对跟踪症状感兴趣的联系人。,,,,"You have been invited by a contact. Invite contacts who may be interested in tracking symptoms."
covid19_invite_description,邀请可能对跟踪症状感兴趣的联系人。,,,,"Invite contacts who may be interested in tracking symptoms."
